location,sex,age,cause,value
Saint Vincent and the Grenadines,Female,30 to 39,Cancer,50
Saint Vincent and the Grenadines,Female,40 to 49,Cancer,50
Saint Vincent and the Grenadines,Male,10 to 19,Interpersonal violence,50
Saint Vincent and the Grenadines,Both,90+,Cardiovascular diseases,55
Saint Vincent and the Grenadines,Male,90+,Cardiovascular diseases,55.55
Saint Vincent and the Grenadines,Female,80 to 89,Cardiovascular diseases,55.65
Saint Vincent and the Grenadines,Both,20 to 29,Interpersonal violence,60
Saint Vincent and the Grenadines,Female,90+,Cardiovascular diseases,66.66
Saint Vincent and the Grenadines,Male,20 to 29,Interpersonal violence,66.66
Saint Vincent and the Grenadines,Both,0 to 9,Maternal and neonatal disorders,75
Saint Vincent and the Grenadines,Male,0 to 9,Maternal and neonatal disorders,75
Saint Vincent and the Grenadines,Female,0 to 9,Maternal and neonatal disorders,83.33
Samoa,Both,20 to 29,Transport injuries,21.95
Samoa,Both,10 to 19,Suicide,23.07
Samoa,Male,20 to 29,Transport injuries,27.27
Samoa,Male,10 to 19,Suicide,28.57
Samoa,Both,30 to 39,Cardiovascular diseases,30.9
Samoa,Male,30 to 39,Cardiovascular diseases,33.33
Samoa,Both,All ages,Cardiovascular diseases,39.61
Samoa,Male,All ages,Cardiovascular diseases,39.74
Samoa,Female,20 to 29,Cardiovascular diseases,40
Samoa,Female,All ages,Cardiovascular diseases,40.09
Samoa,Female,50 to 59,Cardiovascular diseases,40.78
Samoa,Both,0 to 9,Maternal and neonatal disorders,42.1
Samoa,Both,40 to 49,Cardiovascular diseases,43.13
Samoa,Female,40 to 49,Cardiovascular diseases,44.44
Samoa,Female,60 to 69,Cardiovascular diseases,45.09
Samoa,Female,0 to 9,Maternal and neonatal disorders,46.15
Samoa,Female,30 to 39,Cardiovascular diseases,46.15
Samoa,Both,50 to 59,Cardiovascular diseases,46.52
Samoa,Both,60 to 69,Cardiovascular diseases,47.61
Samoa,Both,80 to 89,Cardiovascular diseases,48.13
Samoa,Male,80 to 89,Cardiovascular diseases,48.45
Samoa,Both,70 to 79,Cardiovascular diseases,48.72
Samoa,Female,10 to 19,Suicide,50
Samoa,Male,0 to 9,Maternal and neonatal disorders,50
Samoa,Male,40 to 49,Cardiovascular diseases,50
Samoa,Male,70 to 79,Cardiovascular diseases,50
Samoa,Female,70 to 79,Cardiovascular diseases,50.42
Samoa,Both,90+,Cardiovascular diseases,50.76
Samoa,Male,50 to 59,Cardiovascular diseases,51.42
Samoa,Female,80 to 89,Cardiovascular diseases,51.51
Samoa,Male,60 to 69,Cardiovascular diseases,51.63
Samoa,Female,90+,Cardiovascular diseases,55.88
Samoa,Male,90+,Cardiovascular diseases,57.14
San Marino,Female,All ages,Cardiovascular diseases,38.4
San Marino,Both,All ages,Cancer,39.79
San Marino,Both,80 to 89,Cardiovascular diseases,41.48
San Marino,Male,All ages,Cancer,46.3
San Marino,Male,80 to 89,Cancer,46.51
San Marino,Both,90+,Cardiovascular diseases,48.38
San Marino,Female,80 to 89,Cardiovascular diseases,48.83
San Marino,Male,90+,Cardiovascular diseases,50
San Marino,Female,90+,Cardiovascular diseases,57.14
San Marino,Both,70 to 79,Cancer,59.61
San Marino,Female,70 to 79,Cancer,64.7
San Marino,Male,70 to 79,Cancer,67.85
San Marino,Both,60 to 69,Cancer,77.27
San Marino,Male,60 to 69,Cancer,80
San Marino,Both,50 to 59,Cancer,83.33
San Marino,Female,60 to 69,Cancer,83.33
San Marino,Male,50 to 59,Cancer,83.33
San Marino,Both,40 to 49,Cancer,100
San Marino,Female,40 to 49,Cancer,100
San Marino,Female,50 to 59,Cancer,100
San Marino,Male,40 to 49,Cancer,100
Sao Tome and Principe,Both,10 to 19,Cancer,13.33
Sao Tome and Principe,Both,20 to 29,Cardiovascular diseases,18.18
Sao Tome and Principe,Both,30 to 39,Cancer,18.18
Sao Tome and Principe,Male,30 to 39,Cardiovascular diseases,23.07
Sao Tome and Principe,Male,All ages,Cardiovascular diseases,23.67
Sao Tome and Principe,Male,40 to 49,Cardiovascular diseases,24.24
Sao Tome and Principe,Both,All ages,Cardiovascular diseases,27.27
Sao Tome and Principe,Male,20 to 29,Transport injuries,27.27
Sao Tome and Principe,Both,40 to 49,Cardiovascular diseases,27.41
Sao Tome and Principe,Male,50 to 59,Cardiovascular diseases,29.31
Sao Tome and Principe,Female,30 to 39,Cancer,30
Sao Tome and Principe,Male,60 to 69,Cardiovascular diseases,31.25
Sao Tome and Principe,Both,50 to 59,Cardiovascular diseases,31.77
Sao Tome and Principe,Female,All ages,Cardiovascular diseases,32.16
Sao Tome and Principe,Male,10 to 19,Interpersonal violence,33.33
Sao Tome and Principe,Both,60 to 69,Cardiovascular diseases,34.41
Sao Tome and Principe,Male,70 to 79,Cardiovascular diseases,34.56
Sao Tome and Principe,Female,50 to 59,Cardiovascular diseases,37.2
Sao Tome and Principe,Both,0 to 9,Maternal and neonatal disorders,37.5
Sao Tome and Principe,Female,40 to 49,Cancer,37.5
Sao Tome and Principe,Female,0 to 9,Maternal and neonatal disorders,38.63
Sao Tome and Principe,Both,70 to 79,Cardiovascular diseases,39.39
Sao Tome and Principe,Male,80 to 89,Cardiovascular diseases,40.29
Sao Tome and Principe,Female,60 to 69,Cardiovascular diseases,43.33
Sao Tome and Principe,Both,80 to 89,Cardiovascular diseases,43.42
Sao Tome and Principe,Male,0 to 9,Maternal and neonatal disorders,45.28
Sao Tome and Principe,Female,70 to 79,Cardiovascular diseases,49.33
Sao Tome and Principe,Female,80 to 89,Cardiovascular diseases,50.64
Sao Tome and Principe,Both,90+,Cardiovascular diseases,52.94
Sao Tome and Principe,Male,90+,Cardiovascular diseases,54.54
Sao Tome and Principe,Female,90+,Cardiovascular diseases,62.5
Saudi Arabia,Female,30 to 39,Transport injuries,22.99
Saudi Arabia,Female,10 to 19,Transport injuries,23.46
Saudi Arabia,Female,20 to 29,Transport injuries,28.38
Saudi Arabia,Male,40 to 49,Cardiovascular diseases,30.33
Saudi Arabia,Both,40 to 49,Cardiovascular diseases,31.01
Saudi Arabia,Female,40 to 49,Cardiovascular diseases,32.66
Saudi Arabia,Male,All ages,Cardiovascular diseases,34.53
Saudi Arabia,Both,All ages,Cardiovascular diseases,35.67
Saudi Arabia,Both,30 to 39,Transport injuries,36.52
Saudi Arabia,Both,0 to 9,Other non-communicable diseases,37.5
Saudi Arabia,Male,0 to 9,Maternal and neonatal disorders,37.91
Saudi Arabia,Female,All ages,Cardiovascular diseases,37.95
Saudi Arabia,Both,10 to 19,Transport injuries,38.77
Saudi Arabia,Female,0 to 9,Other non-communicable diseases,40.05
Saudi Arabia,Male,30 to 39,Transport injuries,41.83
Saudi Arabia,Female,50 to 59,Cardiovascular diseases,42.11
Saudi Arabia,Both,20 to 29,Transport injuries,43.63
Saudi Arabia,Both,50 to 59,Cardiovascular diseases,44.1
Saudi Arabia,Male,50 to 59,Cardiovascular diseases,45.15
Saudi Arabia,Male,10 to 19,Transport injuries,46.81
Saudi Arabia,Male,90+,Cardiovascular diseases,47.31
Saudi Arabia,Male,70 to 79,Cardiovascular diseases,47.37
Saudi Arabia,Male,80 to 89,Cardiovascular diseases,47.76
Saudi Arabia,Both,70 to 79,Cardiovascular diseases,48.01
Saudi Arabia,Both,80 to 89,Cardiovascular diseases,49.02
Saudi Arabia,Female,60 to 69,Cardiovascular diseases,49.07
Saudi Arabia,Both,90+,Cardiovascular diseases,49.15
Saudi Arabia,Both,60 to 69,Cardiovascular diseases,49.21
Saudi Arabia,Male,20 to 29,Transport injuries,49.25
Saudi Arabia,Male,60 to 69,Cardiovascular diseases,49.33
Saudi Arabia,Female,70 to 79,Cardiovascular diseases,49.47
Saudi Arabia,Female,80 to 89,Cardiovascular diseases,50.74
Saudi Arabia,Female,90+,Cardiovascular diseases,51.2
Senegal,Both,10 to 19,Neglected tropical diseases and malaria,12.74
Senegal,Both,30 to 39,Maternal and neonatal disorders,13.8
Senegal,Both,20 to 29,Maternal and neonatal disorders,13.83
Senegal,Male,10 to 19,Neglected tropical diseases and malaria,14.06
Senegal,Male,20 to 29,Respiratory infections and tuberculosis,14.26
Senegal,Female,10 to 19,Maternal and neonatal disorders,14.46
Senegal,Both,40 to 49,Cardiovascular diseases,14.85
Senegal,Male,40 to 49,Cardiovascular diseases,16.01
Senegal,Male,All ages,Cardiovascular diseases,16.08
Senegal,Male,30 to 39,Respiratory infections and tuberculosis,17.34
Senegal,Female,40 to 49,Cancer,17.6
Senegal,Both,All ages,Cardiovascular diseases,17.77
Senegal,Female,All ages,Cardiovascular diseases,19.74
Senegal,Male,50 to 59,Cardiovascular diseases,21.29
Senegal,Both,50 to 59,Cardiovascular diseases,22.42
Senegal,Female,50 to 59,Cardiovascular diseases,23.92
Senegal,Male,60 to 69,Cardiovascular diseases,25.06
Senegal,Male,70 to 79,Cardiovascular diseases,27.31
Senegal,Both,60 to 69,Cardiovascular diseases,27.4
Senegal,Female,30 to 39,Maternal and neonatal disorders,29.67
Senegal,Female,60 to 69,Cardiovascular diseases,30.47
Senegal,Both,70 to 79,Cardiovascular diseases,30.76
Senegal,Male,80 to 89,Cardiovascular diseases,31.4
Senegal,Female,20 to 29,Maternal and neonatal disorders,32.92
Senegal,Male,90+,Cardiovascular diseases,34.68
Senegal,Female,70 to 79,Cardiovascular diseases,34.71
Senegal,Both,80 to 89,Cardiovascular diseases,34.75
Senegal,Female,0 to 9,Maternal and neonatal disorders,36.25
Senegal,Female,80 to 89,Cardiovascular diseases,38.02
Senegal,Both,0 to 9,Maternal and neonatal disorders,38.37
Senegal,Both,90+,Cardiovascular diseases,38.55
Senegal,Male,0 to 9,Maternal and neonatal disorders,40.18
Senegal,Female,90+,Cardiovascular diseases,41.77
Serbia,Male,30 to 39,Cancer,19.83
Serbia,Both,20 to 29,Transport injuries,21.8
Serbia,Both,10 to 19,Transport injuries,23.75
Serbia,Male,20 to 29,Transport injuries,24.78
Serbia,Male,10 to 19,Transport injuries,26.16
Serbia,Both,30 to 39,Cancer,28.97
Serbia,Male,40 to 49,Cancer,31.32
Serbia,Female,20 to 29,Cancer,32.5
Serbia,Female,10 to 19,Cancer,34.88
Serbia,Male,60 to 69,Cancer,39.87
Serbia,Both,40 to 49,Cancer,40.57
Serbia,Both,60 to 69,Cancer,40.62
Serbia,Male,50 to 59,Cancer,41.28
Serbia,Female,60 to 69,Cancer,41.96
Serbia,Both,50 to 59,Cancer,46.49
Serbia,Male,All ages,Cardiovascular diseases,48.86
Serbia,Both,0 to 9,Maternal and neonatal disorders,49.27
Serbia,Male,70 to 79,Cardiovascular diseases,49.8
Serbia,Female,30 to 39,Cancer,50.14
Serbia,Female,0 to 9,Maternal and neonatal disorders,51.07
Serbia,Male,0 to 9,Maternal and neonatal disorders,51.54
Serbia,Both,70 to 79,Cardiovascular diseases,53.39
Serbia,Both,All ages,Cardiovascular diseases,54.21
Serbia,Female,50 to 59,Cancer,56.73
Serbia,Female,70 to 79,Cardiovascular diseases,57.3
Serbia,Female,40 to 49,Cancer,57.71
Serbia,Female,All ages,Cardiovascular diseases,59.69
Serbia,Male,80 to 89,Cardiovascular diseases,62.8
Serbia,Both,80 to 89,Cardiovascular diseases,68.4
Serbia,Male,90+,Cardiovascular diseases,72.12
Serbia,Female,80 to 89,Cardiovascular diseases,72.18
Serbia,Both,90+,Cardiovascular diseases,75.99
Serbia,Female,90+,Cardiovascular diseases,79.33
Seychelles,Male,30 to 39,Cardiovascular diseases,25
Seychelles,Both,30 to 39,Cancer,26.31
Seychelles,Male,All ages,Cardiovascular diseases,28.41
Seychelles,Both,All ages,Cardiovascular diseases,30.62
Seychelles,Both,40 to 49,Cancer,30.76
Seychelles,Male,40 to 49,Cardiovascular diseases,31.42
Seychelles,Both,20 to 29,Transport injuries,33.33
Seychelles,Both,60 to 69,Cardiovascular diseases,33.57
Seychelles,Both,50 to 59,Cancer,33.66
Seychelles,Female,All ages,Cardiovascular diseases,34.25
Seychelles,Male,70 to 79,Cardiovascular diseases,34.56
Seychelles,Male,60 to 69,Cardiovascular diseases,34.78
Seychelles,Male,50 to 59,Cardiovascular diseases,34.84
Seychelles,Female,60 to 69,Cancer,36.11
Seychelles,Both,70 to 79,Cardiovascular diseases,36.6
Seychelles,Male,80 to 89,Cardiovascular diseases,38
Seychelles,Both,80 to 89,Cardiovascular diseases,40.13
Seychelles,Female,70 to 79,Cardiovascular diseases,42.18
Seychelles,Female,80 to 89,Cardiovascular diseases,43.82
Seychelles,Both,90+,Cardiovascular diseases,47.82
Seychelles,Male,20 to 29,Transport injuries,50
Seychelles,Female,90+,Cardiovascular diseases,53.33
Seychelles,Male,90+,Cardiovascular diseases,55.55
Seychelles,Female,50 to 59,Cancer,56
Seychelles,Both,0 to 9,Maternal and neonatal disorders,58.33
Seychelles,Female,0 to 9,Maternal and neonatal disorders,60
Seychelles,Female,40 to 49,Cancer,63.63
Seychelles,Male,0 to 9,Maternal and neonatal disorders,75
Seychelles,Female,30 to 39,Cancer,100
Sierra Leone,Female,40 to 49,HIV/AIDS and sexually transmitted infections,15.07
Sierra Leone,Both,40 to 49,HIV/AIDS and sexually transmitted infections,16.69
Sierra Leone,Female,10 to 19,Maternal and neonatal disorders,16.85
Sierra Leone,Male,All ages,Neglected tropical diseases and malaria,17.1
Sierra Leone,Both,All ages,Neglected tropical diseases and malaria,17.3
Sierra Leone,Female,All ages,Neglected tropical diseases and malaria,17.54
Sierra Leone,Both,20 to 29,Neglected tropical diseases and malaria,17.67
Sierra Leone,Male,40 to 49,HIV/AIDS and sexually transmitted infections,18.1
Sierra Leone,Male,50 to 59,Cardiovascular diseases,20.04
Sierra Leone,Both,10 to 19,Neglected tropical diseases and malaria,20.35
Sierra Leone,Male,30 to 39,HIV/AIDS and sexually transmitted infections,20.6
Sierra Leone,Both,30 to 39,HIV/AIDS and sexually transmitted infections,21.39
Sierra Leone,Both,50 to 59,Cardiovascular diseases,21.82
Sierra Leone,Male,20 to 29,Neglected tropical diseases and malaria,22.5
Sierra Leone,Both,0 to 9,Neglected tropical diseases and malaria,23.53
Sierra Leone,Female,30 to 39,Maternal and neonatal disorders,23.54
Sierra Leone,Female,50 to 59,Cardiovascular diseases,24.2
Sierra Leone,Male,10 to 19,Neglected tropical diseases and malaria,24.43
Sierra Leone,Male,0 to 9,Maternal and neonatal disorders,24.69
Sierra Leone,Male,60 to 69,Cardiovascular diseases,24.93
Sierra Leone,Female,0 to 9,Neglected tropical diseases and malaria,25.84
Sierra Leone,Female,20 to 29,Maternal and neonatal disorders,26.78
Sierra Leone,Male,70 to 79,Cardiovascular diseases,26.87
Sierra Leone,Both,60 to 69,Cardiovascular diseases,27.27
Sierra Leone,Female,60 to 69,Cardiovascular diseases,30.32
Sierra Leone,Both,70 to 79,Cardiovascular diseases,30.75
Sierra Leone,Male,80 to 89,Cardiovascular diseases,31.38
Sierra Leone,Male,90+,Cardiovascular diseases,33.68
Sierra Leone,Female,70 to 79,Cardiovascular diseases,34.94
Sierra Leone,Both,80 to 89,Cardiovascular diseases,35.45
Sierra Leone,Both,90+,Cardiovascular diseases,38.57
Sierra Leone,Female,80 to 89,Cardiovascular diseases,39.44
Sierra Leone,Female,90+,Cardiovascular diseases,43.04
Singapore,Male,10 to 19,Cancer,24.24
Singapore,Both,10 to 19,Cancer,27.11
Singapore,Male,30 to 39,Cardiovascular diseases,27.96
Singapore,Male,80 to 89,Cardiovascular diseases,28.07
Singapore,Both,30 to 39,Cancer,28.65
Singapore,Female,All ages,Cancer,29.37
Singapore,Both,80 to 89,Cardiovascular diseases,29.38
Singapore,Male,90+,Cardiovascular diseases,29.82
Singapore,Both,All ages,Cancer,30.16
Singapore,Female,80 to 89,Cardiovascular diseases,30.67
Singapore,Male,All ages,Cancer,30.87
Singapore,Both,90+,Cardiovascular diseases,31.45
Singapore,Female,90+,Cardiovascular diseases,32.39
Singapore,Both,20 to 29,Suicide,32.58
Singapore,Male,20 to 29,Suicide,33.33
Singapore,Female,70 to 79,Cancer,34.27
Singapore,Both,70 to 79,Cancer,34.95
Singapore,Male,70 to 79,Cancer,35.52
Singapore,Female,20 to 29,Suicide,36.95
Singapore,Male,40 to 49,Cardiovascular diseases,37.07
Singapore,Male,50 to 59,Cardiovascular diseases,37.22
Singapore,Both,40 to 49,Cancer,38.78
Singapore,Male,60 to 69,Cancer,39.81
Singapore,Both,0 to 9,Other non-communicable diseases,41.17
Singapore,Both,60 to 69,Cancer,42.65
Singapore,Female,10 to 19,Cancer,42.85
Singapore,Male,0 to 9,Other non-communicable diseases,43.13
Singapore,Both,50 to 59,Cancer,44.97
Singapore,Female,0 to 9,Other non-communicable diseases,45.23
Singapore,Female,60 to 69,Cancer,47.98
Singapore,Female,30 to 39,Cancer,50.45
Singapore,Female,40 to 49,Cancer,57.8
Singapore,Female,50 to 59,Cancer,58.53
Slovakia,Male,30 to 39,Suicide,16.42
Slovakia,Both,30 to 39,Cancer,21.92
Slovakia,Both,20 to 29,Transport injuries,23.19
Slovakia,Male,40 to 49,Cardiovascular diseases,24.83
Slovakia,Male,20 to 29,Transport injuries,25.1
Slovakia,Both,10 to 19,Transport injuries,25.49
Slovakia,Male,10 to 19,Transport injuries,27.27
Slovakia,Both,40 to 49,Cancer,30.73
Slovakia,Female,10 to 19,Cancer,31.03
Slovakia,Female,20 to 29,Cancer,31.88
Slovakia,Male,50 to 59,Cancer,35.24
Slovakia,Both,0 to 9,Maternal and neonatal disorders,36.33
Slovakia,Female,0 to 9,Maternal and neonatal disorders,38.4
Slovakia,Male,60 to 69,Cardiovascular diseases,38.77
Slovakia,Male,0 to 9,Maternal and neonatal disorders,38.92
Slovakia,Both,60 to 69,Cancer,39.52
Slovakia,Both,50 to 59,Cancer,39.69
Slovakia,Female,60 to 69,Cancer,42.35
Slovakia,Female,30 to 39,Cancer,42.71
Slovakia,Male,All ages,Cardiovascular diseases,43.5
Slovakia,Male,70 to 79,Cardiovascular diseases,47.55
Slovakia,Female,40 to 49,Cancer,48.87
Slovakia,Both,All ages,Cardiovascular diseases,49.13
Slovakia,Both,70 to 79,Cardiovascular diseases,50.03
Slovakia,Female,50 to 59,Cancer,50.56
Slovakia,Female,70 to 79,Cardiovascular diseases,52.98
Slovakia,Female,All ages,Cardiovascular diseases,54.87
Slovakia,Male,80 to 89,Cardiovascular diseases,57.76
Slovakia,Both,80 to 89,Cardiovascular diseases,62.74
Slovakia,Male,90+,Cardiovascular diseases,63.99
Slovakia,Female,80 to 89,Cardiovascular diseases,65.65
Slovakia,Both,90+,Cardiovascular diseases,68.59
Slovakia,Female,90+,Cardiovascular diseases,70.42
Slovenia,Both,30 to 39,Cancer,25.84
Slovenia,Male,30 to 39,Suicide,27.61
Slovenia,Male,40 to 49,Cancer,29.58
Slovenia,Both,10 to 19,Transport injuries,33.33
Slovenia,Both,20 to 29,Suicide,33.76
Slovenia,Male,All ages,Cancer,35.47
Slovenia,Male,10 to 19,Transport injuries,36.84
Slovenia,Both,All ages,Cardiovascular diseases,37.47
Slovenia,Female,20 to 29,Cancer,37.5
Slovenia,Male,20 to 29,Suicide,37.93
Slovenia,Female,70 to 79,Cancer,38.27
Slovenia,Both,40 to 49,Cancer,38.77
Slovenia,Male,80 to 89,Cardiovascular diseases,40.29
Slovenia,Both,70 to 79,Cancer,40.3
Slovenia,Male,70 to 79,Cancer,41.92
Slovenia,Female,All ages,Cardiovascular diseases,43.14
Slovenia,Male,50 to 59,Cancer,43.48
Slovenia,Both,80 to 89,Cardiovascular diseases,45.01
Slovenia,Both,0 to 9,Maternal and neonatal disorders,45.45
Slovenia,Female,0 to 9,Maternal and neonatal disorders,46.15
Slovenia,Male,90+,Cardiovascular diseases,47.09
Slovenia,Male,60 to 69,Cancer,47.49
Slovenia,Female,80 to 89,Cardiovascular diseases,48.99
Slovenia,Both,50 to 59,Cancer,49.04
Slovenia,Both,60 to 69,Cancer,49.93
Slovenia,Female,10 to 19,Cancer,50
Slovenia,Both,90+,Cardiovascular diseases,53.78
Slovenia,Female,90+,Cardiovascular diseases,56.1
Slovenia,Female,60 to 69,Cancer,56.55
Slovenia,Male,0 to 9,Maternal and neonatal disorders,57.14
Slovenia,Female,30 to 39,Cancer,59.45
Slovenia,Female,40 to 49,Cancer,62.5
Slovenia,Female,50 to 59,Cancer,64.12
Solomon Islands,Both,20 to 29,Unintentional injuries,15.81
Solomon Islands,Female,20 to 29,Cardiovascular diseases,16.33
Solomon Islands,Male,20 to 29,Unintentional injuries,19.24
Solomon Islands,Female,10 to 19,Unintentional injuries,19.6
Solomon Islands,Both,0 to 9,Maternal and neonatal disorders,20.51
Solomon Islands,Female,0 to 9,HIV/AIDS and sexually transmitted infections,20.6
Solomon Islands,Both,10 to 19,Unintentional injuries,21.71
Solomon Islands,Male,0 to 9,Maternal and neonatal disorders,22.06
Solomon Islands,Male,10 to 19,Unintentional injuries,24.71
Solomon Islands,Female,30 to 39,Cardiovascular diseases,27
Solomon Islands,Both,30 to 39,Cardiovascular diseases,27.64
Solomon Islands,Male,30 to 39,Cardiovascular diseases,29.26
Solomon Islands,Female,All ages,Cardiovascular diseases,34.78
Solomon Islands,Female,40 to 49,Cardiovascular diseases,36.61
Solomon Islands,Both,All ages,Cardiovascular diseases,36.77
Solomon Islands,Male,All ages,Cardiovascular diseases,38.39
Solomon Islands,Both,40 to 49,Cardiovascular diseases,40.82
Solomon Islands,Female,50 to 59,Cardiovascular diseases,42.12
Solomon Islands,Male,40 to 49,Cardiovascular diseases,45.08
Solomon Islands,Female,60 to 69,Cardiovascular diseases,47.43
Solomon Islands,Both,80 to 89,Cardiovascular diseases,47.66
Solomon Islands,Both,50 to 59,Cardiovascular diseases,48.03
Solomon Islands,Male,80 to 89,Cardiovascular diseases,48.83
Solomon Islands,Both,60 to 69,Cardiovascular diseases,49.06
Solomon Islands,Female,80 to 89,Cardiovascular diseases,49.06
Solomon Islands,Both,70 to 79,Cardiovascular diseases,49.75
Solomon Islands,Female,70 to 79,Cardiovascular diseases,50.25
Solomon Islands,Male,70 to 79,Cardiovascular diseases,50.49
Solomon Islands,Male,60 to 69,Cardiovascular diseases,51.66
Solomon Islands,Male,50 to 59,Cardiovascular diseases,53.7
Solomon Islands,Both,90+,Cardiovascular diseases,54.16
Solomon Islands,Female,90+,Cardiovascular diseases,57.14
Solomon Islands,Male,90+,Cardiovascular diseases,70
Somalia,Male,10 to 19,Respiratory infections and tuberculosis,15
Somalia,Both,10 to 19,Respiratory infections and tuberculosis,16.08
Somalia,Female,10 to 19,Respiratory infections and tuberculosis,18
Somalia,Female,All ages,Respiratory infections and tuberculosis,21.13
Somalia,Female,40 to 49,Respiratory infections and tuberculosis,21.38
Somalia,Female,0 to 9,Other infectious diseases,21.76
Somalia,Both,All ages,Respiratory infections and tuberculosis,22.59
Somalia,Both,0 to 9,Maternal and neonatal disorders,23.04
Somalia,Female,30 to 39,Respiratory infections and tuberculosis,23.44
Somalia,Male,All ages,Respiratory infections and tuberculosis,23.81
Somalia,Male,0 to 9,Maternal and neonatal disorders,24.19
Somalia,Female,50 to 59,Respiratory infections and tuberculosis,26.24
Somalia,Female,20 to 29,Maternal and neonatal disorders,26.4
Somalia,Both,50 to 59,Respiratory infections and tuberculosis,26.59
Somalia,Male,60 to 69,Cardiovascular diseases,26.66
Somalia,Both,60 to 69,Cardiovascular diseases,26.72
Somalia,Female,60 to 69,Cardiovascular diseases,26.81
Somalia,Male,50 to 59,Respiratory infections and tuberculosis,26.94
Somalia,Both,40 to 49,Respiratory infections and tuberculosis,26.97
Somalia,Male,90+,Respiratory infections and tuberculosis,27.05
Somalia,Male,80 to 89,Cardiovascular diseases,27.12
Somalia,Male,70 to 79,Cardiovascular diseases,27.36
Somalia,Both,20 to 29,Respiratory infections and tuberculosis,27.61
Somalia,Male,20 to 29,Respiratory infections and tuberculosis,30.02
Somalia,Male,40 to 49,Respiratory infections and tuberculosis,30.78
Somalia,Both,70 to 79,Cardiovascular diseases,30.93
Somalia,Both,90+,Cardiovascular diseases,31.71
Somalia,Both,30 to 39,Respiratory infections and tuberculosis,32.17
Somalia,Both,80 to 89,Cardiovascular diseases,32.63
Somalia,Female,70 to 79,Cardiovascular diseases,33.95
Somalia,Female,90+,Cardiovascular diseases,34.15
Somalia,Female,80 to 89,Cardiovascular diseases,35.74
Somalia,Male,30 to 39,Respiratory infections and tuberculosis,38.73
South Africa,Female,60 to 69,Cardiovascular diseases,23.83
South Africa,Both,60 to 69,Cardiovascular diseases,23.84
South Africa,Male,60 to 69,Cardiovascular diseases,23.86
South Africa,Male,All ages,HIV/AIDS and sexually transmitted infections,25.17
South Africa,Male,70 to 79,Cardiovascular diseases,27.04
South Africa,Male,20 to 29,Interpersonal violence,27.59
South Africa,Both,All ages,HIV/AIDS and sexually transmitted infections,28.01
South Africa,Both,70 to 79,Cardiovascular diseases,29.73
South Africa,Female,All ages,HIV/AIDS and sexually transmitted infections,31.21
South Africa,Male,80 to 89,Cardiovascular diseases,31.55
South Africa,Male,50 to 59,HIV/AIDS and sexually transmitted infections,31.92
South Africa,Female,70 to 79,Cardiovascular diseases,32.29
South Africa,Male,90+,Cardiovascular diseases,33.75
South Africa,Both,50 to 59,HIV/AIDS and sexually transmitted infections,36.38
South Africa,Both,80 to 89,Cardiovascular diseases,36.75
South Africa,Female,0 to 9,Maternal and neonatal disorders,38.59
South Africa,Female,80 to 89,Cardiovascular diseases,39.61
South Africa,Both,90+,Cardiovascular diseases,39.89
South Africa,Both,0 to 9,Maternal and neonatal disorders,40.96
South Africa,Both,20 to 29,HIV/AIDS and sexually transmitted infections,41.79
South Africa,Female,90+,Cardiovascular diseases,42.27
South Africa,Male,0 to 9,Maternal and neonatal disorders,42.76
South Africa,Female,50 to 59,HIV/AIDS and sexually transmitted infections,42.82
South Africa,Male,30 to 39,HIV/AIDS and sexually transmitted infections,42.9
South Africa,Male,40 to 49,HIV/AIDS and sexually transmitted infections,53.28
South Africa,Both,30 to 39,HIV/AIDS and sexually transmitted infections,54.99
South Africa,Male,10 to 19,HIV/AIDS and sexually transmitted infections,57.79
South Africa,Both,40 to 49,HIV/AIDS and sexually transmitted infections,59.31
South Africa,Both,10 to 19,HIV/AIDS and sexually transmitted infections,64.53
South Africa,Female,20 to 29,HIV/AIDS and sexually transmitted infections,67.37
South Africa,Female,40 to 49,HIV/AIDS and sexually transmitted infections,68.63
South Africa,Female,30 to 39,HIV/AIDS and sexually transmitted infections,72.04
South Africa,Female,10 to 19,HIV/AIDS and sexually transmitted infections,73.42
South Sudan,Female,10 to 19,Enteric infections,14
South Sudan,Both,10 to 19,Neglected tropical diseases and malaria,14.87
South Sudan,Female,All ages,Respiratory infections and tuberculosis,14.94
South Sudan,Both,All ages,Respiratory infections and tuberculosis,16.78
South Sudan,Male,10 to 19,Neglected tropical diseases and malaria,17.02
South Sudan,Both,20 to 29,HIV/AIDS and sexually transmitted infections,17.35
South Sudan,Both,50 to 59,Respiratory infections and tuberculosis,17.85
South Sudan,Male,20 to 29,Respiratory infections and tuberculosis,18.1
South Sudan,Male,All ages,Respiratory infections and tuberculosis,18.21
South Sudan,Female,50 to 59,Cancer,18.69
South Sudan,Male,50 to 59,Respiratory infections and tuberculosis,19.78
South Sudan,Male,60 to 69,Cardiovascular diseases,23.53
South Sudan,Male,40 to 49,HIV/AIDS and sexually transmitted infections,23.67
South Sudan,Both,60 to 69,Cardiovascular diseases,24.08
South Sudan,Female,0 to 9,Maternal and neonatal disorders,24.19
South Sudan,Male,30 to 39,HIV/AIDS and sexually transmitted infections,25.15
South Sudan,Female,60 to 69,Cardiovascular diseases,25.24
South Sudan,Male,90+,Cardiovascular diseases,25.57
South Sudan,Male,70 to 79,Cardiovascular diseases,25.81
