country,income_level,year,population,migrants_destination,migrants_destination_per,refugees_destination,refugees_destination_per,migrants_origin,migrants_origin_per
Mauritius,Middle - upper,2005,"1,222,000",19647,1.607774141,0,0,127711,10.450982
Mauritius,Middle - upper,2010,"1,248,000",24836,1.990064103,0,0,153279,12.28197115
Mauritius,Middle - upper,2015,"1,259,000",28585,2.27045274,0,0,161947,12.86314535
Mauritius,Middle - upper,2017,"1,265,000",28713,2.269802372,0,0,167121,13.21114625
Mayotte,,1990,"95,000",15229,16.03052632,0,0,1835,1.931578947
Mayotte,,1995,"123,000",26316,21.39512195,0,0,3937,3.200813008
Mayotte,,2000,"150,000",45474,30.316,0,0,6216,4.144
Mayotte,,2005,"178,000",63176,35.49213483,0,0,6471,3.635393258
Mayotte,,2010,"209,000",72757,34.81196172,0,0,6365,3.045454545
Mayotte,,2015,"240,000",73992,30.83,0,0,6602,2.750833333
Mayotte,,2017,"253,000",74399,29.40671937,0,0,6698,2.64743083
Mexico,Middle - upper,1990,"85,358,000",695674,0.815007381,356454,0.417598819,4394684,5.148532065
Mexico,Middle - upper,1995,"94,046,000",458549,0.487579482,38717,0.041168152,6948558,7.388467346
Mexico,Middle - upper,2000,"101,720,000",538051,0.528953008,18451,0.018139009,9562278,9.400587888
Mexico,Middle - upper,2005,"108,472,000",712487,0.656839553,3229,0.002976805,10816544,9.971738329
Mexico,Middle - upper,2010,"117,319,000",969538,0.826411749,1395,0.001189066,12413085,10.58062633
Mexico,Middle - upper,2015,"125,891,000",1193155,0.947768308,4273,0.003394206,12546537,9.966190593
Mexico,Middle - upper,2017,"129,163,000",1224169,0.947770646,5877,0.004550065,12964882,10.03761294
Micronesia (Fed. States of),Middle - lower,1990,"96,000",3685,3.838541667,0,0,7714,8.035416667
Micronesia (Fed. States of),Middle - lower,1995,"108,000",3342,3.094444444,0,0,12146,11.2462963
Micronesia (Fed. States of),Middle - lower,2000,"107,000",3116,2.912149533,0,0,16918,15.81121495
Micronesia (Fed. States of),Middle - lower,2005,"106,000",2905,2.740566038,0,0,18340,17.30188679
Micronesia (Fed. States of),Middle - lower,2010,"104,000",2805,2.697115385,0,0,19407,18.66057692
Micronesia (Fed. States of),Middle - lower,2015,"104,000",2756,2.65,14,0.013461538,20221,19.44326923
Micronesia (Fed. States of),Middle - lower,2017,"106,000",2785,2.627358491,4,0.003773585,20754,19.57924528
Monaco,High,1990,"29,000",20359,70.20344828,0,0,4407,15.19655172
Monaco,High,1995,"31,000",21060,67.93548387,0,0,4719,15.22258065
Monaco,High,2000,"32,000",21787,68.084375,0,0,5031,15.721875
Monaco,High,2005,"34,000",21312,62.68235294,0,0,18977,55.81470588
Monaco,High,2010,"37,000",21132,57.11351351,0,0,26460,71.51351351
Monaco,High,2015,"38,000",21042,55.37368421,32,0.084210526,28944,76.16842105
Monaco,High,2017,"39,000",21255,54.5,32,0.082051282,28983,74.31538462
Mongolia,Middle - lower,1990,"2,184,000",6718,0.307600733,0,0,24155,1.105998168
Mongolia,Middle - lower,1995,"2,298,000",7424,0.323063534,0,0,27493,1.196388164
Mongolia,Middle - lower,2000,"2,397,000",8206,0.342344597,0,0,30564,1.275093867
Mongolia,Middle - lower,2005,"2,526,000",11475,0.454275534,0,0,42328,1.675692795
Mongolia,Middle - lower,2010,"2,713,000",16061,0.592001474,12,0.000442315,58362,2.151197936
Mongolia,Middle - lower,2015,"2,977,000",17620,0.591871011,15,0.000503863,66274,2.226200873
Mongolia,Middle - lower,2017,"3,076,000",18204,0.591807542,18,0.000585176,67549,2.1960013
Montenegro,Middle - upper,1990,"615,000",..,#VALUE!,..,#VALUE!,78678,12.79317073
Montenegro,Middle - upper,1995,"620,000",..,#VALUE!,..,#VALUE!,145926,23.53645161
Montenegro,Middle - upper,2000,"614,000",..,#VALUE!,..,#VALUE!,181128,29.49967427
Montenegro,Middle - upper,2005,"616,000",..,#VALUE!,..,#VALUE!,148193,24.05730519
Montenegro,Middle - upper,2010,"624,000",78507,12.58125,16364,2.622435897,131352,21.05
Montenegro,Middle - upper,2015,"628,000",82541,13.14347134,12613,2.00843949,135539,21.58264331
Montenegro,Middle - upper,2017,"629,000",70984,11.28521463,1056,0.167885533,137589,21.87424483
Montserrat,,1990,"11,000",2013,18.3,0,0,7188,65.34545455
Montserrat,,1995,"10,000",1612,16.12,0,0,11592,115.92
Montserrat,,2000,"5,000",1211,24.22,0,0,16133,322.66
Montserrat,,2005,"5,000",1244,24.88,0,0,15825,316.5
Montserrat,,2010,"5,000",1277,25.54,0,0,16287,325.74
Montserrat,,2015,"5,000",1351,27.02,0,0,16328,326.56
Montserrat,,2017,"5,000",1364,27.28,0,0,16921,338.42
Morocco,Middle - lower,1990,"24,879,000",54895,0.220647936,307,0.001233972,1588218,6.383769444
Morocco,Middle - lower,1995,"27,075,000",50360,0.186001847,55,0.000203139,1737570,6.417617729
Morocco,Middle - lower,2000,"28,850,000",53034,0.18382669,2105,0.00729636,1948424,6.753636049
Morocco,Middle - lower,2005,"30,521,000",54379,0.178169129,219,0.000717539,2376184,7.785406769
Morocco,Middle - lower,2010,"32,410,000",70909,0.218787411,792,0.00244369,2766342,8.535458192
Morocco,Middle - lower,2015,"34,803,000",92424,0.265563314,5473,0.015725656,2852573,8.196342269
Morocco,Middle - lower,2017,"35,740,000",95835,0.268144936,6398,0.017901511,2898721,8.110579183
Mozambique,Low,1990,"13,248,000",122332,0.923399758,420,0.00317029,2218009,16.74221769
Mozambique,Low,1995,"15,759,000",168256,1.06768196,128,0.000812234,809063,5.133974237
Mozambique,Low,2000,"18,068,000",195702,1.083141466,207,0.001145672,636775,3.524324773
Mozambique,Low,2005,"20,923,000",204830,0.978970511,1954,0.009339005,559674,2.674922334
Mozambique,Low,2010,"24,221,000",214612,0.886057553,4077,0.016832501,587849,2.427022006
Mozambique,Low,2015,"28,011,000",238930,0.852986327,20447,0.072996323,636107,2.270918568
Mozambique,Low,2017,"29,669,000",246954,0.832363747,23965,0.080774546,653251,2.201796488
Myanmar,Middle - lower,1990,"40,626,000",133545,0.328718062,0,0,685288,1.686821247
Myanmar,Middle - lower,1995,"43,238,000",113663,0.262877561,0,0,911425,2.107925899
Myanmar,Middle - lower,2000,"46,095,000",98011,0.212628268,0,0,1221852,2.650725675
Myanmar,Middle - lower,2005,"48,483,000",83025,0.171245591,0,0,1788146,3.688191737
Myanmar,Middle - lower,2010,"50,156,000",76414,0.15235266,0,0,2483980,4.952508174
Myanmar,Middle - lower,2015,"52,404,000",73308,0.139890085,0,0,2798323,5.339903442
Myanmar,Middle - lower,2017,"53,371,000",74660,0.139888704,0,0,2894741,5.42380881
Namibia,Middle - upper,1990,"1,415,000",120641,8.525865724,0,0,16057,1.134770318
Namibia,Middle - upper,1995,"1,655,000",115372,6.971117825,1682,0.10163142,28202,1.704048338
Namibia,Middle - upper,2000,"1,899,000",134403,7.077567141,27263,1.435650342,48723,2.565718799
Namibia,Middle - upper,2005,"2,032,000",106274,5.230019685,5307,0.26117126,59385,2.922490157
Namibia,Middle - upper,2010,"2,173,000",102405,4.712609296,7254,0.333824206,99897,4.597192821
Namibia,Middle - upper,2015,"2,426,000",96888,3.993734542,4555,0.187757626,180167,7.426504534
Namibia,Middle - upper,2017,"2,534,000",95067,3.751657459,4775,0.188437253,190132,7.503235991
Nauru,Middle - upper,1990,"9,000",2815,31.27777778,0,0,1412,15.68888889
Nauru,Middle - upper,1995,"10,000",2605,26.05,0,0,1509,15.09
Nauru,Middle - upper,2000,"10,000",2394,23.94,0,0,1583,15.83
Nauru,Middle - upper,2005,"10,000",2253,22.53,0,0,1898,18.98
Nauru,Middle - upper,2010,"10,000",2112,21.12,0,0,2160,21.6
Nauru,Middle - upper,2015,"11,000",3678,33.43636364,865,7.863636364,2294,20.85454545
Nauru,Middle - upper,2017,"11,000",3710,33.72727273,796,7.236363636,2380,21.63636364
Nepal,Low,1990,"18,749,000",429974,2.293316977,17325,0.092404928,748046,3.989791456
Nepal,Low,1995,"21,396,000",690225,3.225953449,124754,0.583071602,856024,4.000859974
Nepal,Low,2000,"23,741,000",717900,3.023882735,129237,0.544362074,971247,4.091011331
Nepal,Low,2005,"25,640,000",679457,2.6499883,126436,0.493120125,1125756,4.390624025
Nepal,Low,2010,"27,023,000",578657,2.141349961,87514,0.323850054,1374835,5.087647559
Nepal,Low,2015,"28,656,000",509855,1.779225991,33068,0.115396427,1668329,5.821918621
Nepal,Low,2017,"29,305,000",502670,1.715304556,30651,0.104593073,1738442,5.93223682
Netherlands,High,1990,"14,965,000",1182263,7.900187103,17154,0.114627464,728810,4.870096893
Netherlands,High,1995,"15,468,000",1346164,8.702896302,79960,0.516938195,737632,4.768761314
Netherlands,High,2000,"15,926,000",1556337,9.772303152,146180,0.917870149,756841,4.752235338
Netherlands,High,2005,"16,367,000",1736127,10.60748457,118189,0.722117676,801661,4.898032627
Netherlands,High,2010,"16,683,000",1832510,10.98429539,74961,0.449325661,888708,5.327027513
Netherlands,High,2015,"16,938,000",1996318,11.78603141,116587,0.688316212,962443,5.682152556
Netherlands,High,2017,"17,036,000",2056520,12.07161305,114303,0.670949753,1015302,5.959744071
New Caledonia,High,1990,"170,000",37673,22.16058824,0,0,4151,2.441764706
New Caledonia,High,1995,"191,000",43662,22.85968586,0,0,4606,2.411518325
New Caledonia,High,2000,"213,000",49651,23.31032864,0,0,4937,2.317840376
New Caledonia,High,2005,"233,000",55405,23.77896996,0,0,5323,2.284549356
New Caledonia,High,2010,"251,000",61158,24.36573705,0,0,5737,2.285657371
New Caledonia,High,2015,"269,000",64290,23.89962825,0,0,6252,2.324163569
New Caledonia,High,2017,"276,000",66001,23.9134058,0,0,6352,2.301449275
New Zealand,High,1990,"3,398,000",518047,15.2456445,4666,0.137316068,388089,11.42110065
New Zealand,High,1995,"3,675,000",588617,16.01678912,3758,0.102258503,417010,11.34721088
New Zealand,High,2000,"3,859,000",678813,17.59038611,4923,0.12757191,489759,12.69134491
New Zealand,High,2005,"4,135,000",839952,20.31322854,5307,0.12834341,555519,13.43455865
New Zealand,High,2010,"4,370,000",947443,21.68061785,2307,0.052791762,663434,15.18155606
New Zealand,High,2015,"4,615,000",1039736,22.52949079,1622,0.035146262,796553,17.26008667
New Zealand,High,2017,"4,706,000",1067423,22.6821717,1679,0.035677858,834433,17.73125797
Nicaragua,Middle - lower,1990,"4,145,000",41421,0.999300362,15605,0.376477684,442037,10.66434258
Nicaragua,Middle - lower,1995,"4,612,000",26619,0.577168257,577,0.012510841,438343,9.504401561
Nicaragua,Middle - lower,2000,"5,027,000",30389,0.604515616,332,0.006604337,502147,9.988999403
Nicaragua,Middle - lower,2005,"5,379,000",34918,0.649154118,227,0.004220115,436584,8.116452872
Nicaragua,Middle - lower,2010,"5,738,000",37333,0.650627396,64,0.001115371,610957,10.64756013
Nicaragua,Middle - lower,2015,"6,082,000",40262,0.661986189,462,0.007596185,645309,10.61014469
Nicaragua,Middle - lower,2017,"6,218,000",41159,0.661933097,631,0.010147958,658203,10.58544548
Niger,Low,1990,"8,013,000",115464,1.440958443,792,0.009883939,132726,1.656383377
Niger,Low,1995,"9,477,000",145999,1.540561359,27622,0.291463543,165713,1.748580775
Niger,Low,2000,"11,353,000",122260,1.076895975,58,0.000510878,193050,1.700431604
Niger,Low,2005,"13,618,000",124461,0.913944779,301,0.00221031,285366,2.095505948
Niger,Low,2010,"16,426,000",126464,0.769901376,314,0.001911604,311263,1.894940947
Niger,Low,2015,"19,897,000",252998,1.271538423,124827,0.627365935,353698,1.777644871
Niger,Low,2017,"21,477,000",295610,1.376402663,166158,0.773655538,362955,1.689970666
Nigeria,Middle - lower,1990,"95,270,000",456621,0.479291487,3571,0.003748294,448460,0.470725307
Nigeria,Middle - lower,1995,"108,011,000",462999,0.428659118,8118,0.007515901,520699,0.482079603
Nigeria,Middle - lower,2000,"122,352,000",487882,0.398752779,7270,0.005941873,599702,0.490144828
Nigeria,Middle - lower,2005,"138,939,000",969294,0.697639971,9019,0.006491338,782992,0.563550911
Nigeria,Middle - lower,2010,"158,578,000",988679,0.623465424,8747,0.005515898,985865,0.621690903
Nigeria,Middle - lower,2015,"181,182,000",1199115,0.66182899,1781,0.000982989,1180589,0.651603912
Nigeria,Middle - lower,2017,"190,886,000",1235088,0.647029117,1712,0.00089687,1255425,0.65768312
Niue,,1990,"2,000",461,23.05,0,0,5860,293
Niue,,1995,"2,000",480,24,0,0,5575,278.75
Niue,,2000,"2,000",498,24.9,0,0,5764,288.2
Niue,,2005,"2,000",522,26.1,0,0,5304,265.2
Niue,,2010,"2,000",545,27.25,0,0,5351,267.55
Niue,,2015,"2,000",557,27.85,0,0,5364,268.2
Niue,,2017,"2,000",553,27.65,0,0,5525,276.25
Northern Mariana Islands,High,1990,"43,000",26593,61.84418605,0,0,2525,5.872093023
Northern Mariana Islands,High,1995,"56,000",32376,57.81428571,0,0,2655,4.741071429
Northern Mariana Islands,High,2000,"69,000",40122,58.14782609,0,0,2772,4.017391304
Northern Mariana Islands,High,2005,"64,000",37542,58.659375,0,0,2730,4.265625
Northern Mariana Islands,High,2010,"54,000",24168,44.75555556,0,0,2617,4.846296296
Northern Mariana Islands,High,2015,"55,000",21648,39.36,0,0,2640,4.8
Northern Mariana Islands,High,2017,"55,000",21777,39.59454545,0,0,2700,4.909090909
Norway,High,1990,"4,247,000",192587,4.53465976,19581,0.461054862,138537,3.261996704
Norway,High,1995,"4,367,000",233302,5.342386077,47607,1.090153423,151360,3.465994962
Norway,High,2000,"4,499,000",292440,6.500111136,47693,1.060080018,164229,3.650344521
Norway,High,2005,"4,632,000",361144,7.79671848,43034,0.929058722,174988,3.777806563
Norway,High,2010,"4,886,000",526799,10.78180516,40260,0.823986901,183332,3.75218993
Norway,High,2015,"5,200,000",746375,14.35336538,75705,1.455865385,188979,3.634211538
Norway,High,2017,"5,305,000",798944,15.06020735,70674,1.332214892,196814,3.709971725
Oman,High,1990,"1,812,000",304000,16.77704194,0,0,12534,0.691721854
Oman,High,1995,"2,204,000",539643,24.48470962,0,0,13861,0.628901996
Oman,High,2000,"2,268,000",623608,27.49594356,0,0,15606,0.688095238
Oman,High,2005,"2,511,000",666160,26.52966945,7,0.000278773,18058,0.719155715
Oman,High,2010,"3,041,000",816221,26.84054587,78,0.002564946,20623,0.678165077
Oman,High,2015,"4,200,000",1814591,43.20454762,435,0.010357143,20359,0.484738095
Oman,High,2017,"4,636,000",2073292,44.72157032,596,0.01285591,20688,0.446246764
Pakistan,Middle - lower,1990,"107,679,000",6208204,5.765473305,3265845,3.032945143,3341574,3.103273619
Pakistan,Middle - lower,1995,"122,829,000",3669308,2.987330354,1202493,0.978997631,3343535,2.722105529
Pakistan,Middle - lower,2000,"138,523,000",4181912,3.018929708,2001466,1.444861864,3398405,2.453314612
Pakistan,Middle - lower,2005,"153,910,000",3171132,2.060380742,1084694,0.704758625,3896494,2.531670457
Pakistan,Middle - lower,2010,"170,560,000",3941586,2.310967402,1900621,1.114341581,5006753,2.93547901
Pakistan,Middle - lower,2015,"189,381,000",3628956,1.916219684,1567604,0.827751464,5922305,3.12719069
Pakistan,Middle - lower,2017,"197,016,000",3398154,1.724811183,1357416,0.688987696,5978635,3.034593637
Palau,High,1990,"15,000",2801,18.67333333,0,0,2958,19.72
Palau,High,1995,"17,000",4749,27.93529412,0,0,2846,16.74117647
Palau,High,2000,"19,000",6310,33.21052632,0,0,3999,21.04736842
Palau,High,2005,"20,000",6043,30.215,0,0,3785,18.925
Palau,High,2010,"20,000",5490,27.45,0,0,2615,13.075
Palau,High,2015,"21,000",4937,23.50952381,1,0.004761905,2561,12.1952381
Palau,High,2017,"22,000",4988,22.67272727,1,0.004545455,2598,11.80909091
Panama,Middle - upper,1990,"2,471,000",62744,2.539214893,1350,0.054633752,134703,5.451355726
Panama,Middle - upper,1995,"2,740,000",70848,2.585693431,867,0.031642336,133346,4.866642336
Panama,Middle - upper,2000,"3,030,000",83410,2.752805281,1313,0.043333333,137372,4.533729373
Panama,Middle - upper,2005,"3,330,000",117563,3.53042042,10265,0.308258258,131870,3.96006006
Panama,Middle - upper,2010,"3,643,000",157309,4.318116937,17073,0.46865221,139835,3.838457315
Panama,Middle - upper,2015,"3,969,000",184710,4.653817082,20256,0.510355253,144881,3.650314941
Panama,Middle - upper,2017,"4,099,000",190728,4.653037326,21538,0.525445231,149220,3.640400098
Papua New Guinea,Middle - lower,1990,"4,313,000",32720,0.75863668,7099,0.164595409,3015,0.069904939
Papua New Guinea,Middle - lower,1995,"4,894,000",33526,0.68504291,9601,0.196178995,3967,0.081058439
Papua New Guinea,Middle - lower,2000,"5,572,000",25101,0.450484566,5863,0.105222541,4460,0.080043073
Papua New Guinea,Middle - lower,2005,"6,315,000",29967,0.474536817,9999,0.158337292,4400,0.069675376
Papua New Guinea,Middle - lower,2010,"7,108,000",25424,0.357681486,4698,0.066094541,4193,0.058989871
Papua New Guinea,Middle - lower,2015,"7,920,000",30782,0.388661616,9727,0.122815657,4284,0.054090909
Papua New Guinea,Middle - lower,2017,"8,251,000",32389,0.392546358,9720,0.117803903,4400,0.053326869
Paraguay,Middle - upper,1990,"4,214,000",195884,4.648410062,58,0.001376364,297925,7.069886094
Paraguay,Middle - upper,1995,"4,761,000",186570,3.918714556,60,0.001260239,335961,7.056521739
Paraguay,Middle - upper,2000,"5,303,000",176608,3.330341316,23,0.000433717,374805,7.067791816
Paraguay,Middle - upper,2005,"5,795,000",168243,2.903244176,58,0.001000863,544868,9.402381363
Paraguay,Middle - upper,2010,"6,210,000",160299,2.581304348,115,0.001851852,764182,12.30566828
Paraguay,Middle - upper,2015,"6,639,000",156462,2.356710348,209,0.003148064,843512,12.70540744
Paraguay,Middle - upper,2017,"6,811,000",160519,2.356761122,223,0.003274115,873410,12.82352078
Peru,Middle - upper,1990,"21,827,000",65025,0.297910844,708,0.003243689,313595,1.436729738
Peru,Middle - upper,1995,"24,039,000",56732,0.235999834,610,0.002537543,508104,2.113665294
Peru,Middle - upper,2000,"25,915,000",66293,0.255809377,687,0.002650974,698550,2.695543122
Peru,Middle - upper,2005,"27,610,000",77541,0.280843897,848,0.003071351,986198,3.571886997
Peru,Middle - upper,2010,"29,374,000",84066,0.28619187,1146,0.003901409,1329786,4.527085177
Peru,Middle - upper,2015,"31,377,000",91481,0.291554323,1929,0.006147815,1430187,4.558074386
Peru,Middle - upper,2017,"32,165,000",93780,0.291559148,6041,0.018781284,1475532,4.587383802
Philippines,Middle - lower,1990,"61,947,000",154071,0.248714223,19860,0.032059664,2029190,3.275687281
Philippines,Middle - lower,1995,"69,836,000",207345,0.296902744,783,0.001121198,2504918,3.586857781
Philippines,Middle - lower,2000,"77,992,000",318095,0.407855934,176,0.000225664,3065883,3.931022413
Philippines,Middle - lower,2005,"86,274,000",257468,0.298430582,96,0.000111273,3700591,4.289346733
Philippines,Middle - lower,2010,"93,727,000",208599,0.222560201,243,0.000259264,4704919,5.019811794
Philippines,Middle - lower,2015,"101,716,000",211862,0.208287782,547,0.000537772,5423323,5.331828817
Philippines,Middle - lower,2017,"104,918,000",218530,0.208286471,614,0.000585219,5680682,5.414401723
Poland,High,1990,"37,955,000",1127771,2.97133711,0,0,1533306,4.039799763
Poland,High,1995,"38,453,000",964725,2.508841963,600,0.001560346,1798084,4.676056485
Poland,High,2000,"38,550,000",825251,2.140728923,1020,0.002645914,2068437,5.365595331
Poland,High,2005,"38,363,000",722509,1.883348539,4604,0.012001147,2907295,7.578382817
Poland,High,2010,"38,323,000",642417,1.676322313,15555,0.040589202,3855177,10.05969522
Poland,High,2015,"38,265,000",611855,1.598993859,17368,0.045388736,4258157,11.12807265
Poland,High,2017,"38,171,000",640937,1.679120275,12912,0.033826727,4701465,12.31685049
Portugal,High,1990,"9,953,000",435782,4.378398473,867,0.008710941,1880727,18.89608158
Portugal,High,1995,"10,150,000",532822,5.249477833,248,0.00244335,1929473,19.00958621
Portugal,High,2000,"10,355,000",651472,6.291376147,433,0.004181555,2004030,19.3532593
Portugal,High,2005,"10,566,000",771184,7.298731781,363,0.003435548,1750702,16.5692031
Portugal,High,2010,"10,652,000",762825,7.161331205,384,0.003604957,1942186,18.23306421
Portugal,High,2015,"10,418,000",864814,8.301151853,1435,0.013774237,2209237,21.20596084
Portugal,High,2017,"10,330,000",880188,8.520696999,1806,0.017483059,2266735,21.94322362
Puerto Rico,High,1990,"3,518,000",321909,9.150341103,0,0,1200835,34.13402501
Puerto Rico,High,1995,"3,690,000",338067,9.161707317,0,0,1406617,38.1197019
Puerto Rico,High,2000,"3,797,000",355038,9.350487227,0,0,1601431,42.17621807
Puerto Rico,High,2005,"3,765,000",352144,9.35309429,0,0,1641930,43.61035857
Puerto Rico,High,2010,"3,717,000",304969,8.204708098,0,0,1733923,46.64845305
Puerto Rico,High,2015,"3,674,000",280494,7.634567229,0,0,1867061,50.81820904
Puerto Rico,High,2017,"3,663,000",273494,7.466393666,0,0,1928662,52.65252525
Qatar,High,1990,"476,000",309753,65.07415966,0,0,12204,2.563865546
Qatar,High,1995,"513,000",361673,70.50155945,0,0,13330,2.598440546
Qatar,High,2000,"592,000",359697,60.75962838,31,0.005236486,14716,2.485810811
Qatar,High,2005,"865,000",646026,74.68508671,46,0.005317919,17760,2.053179191
Qatar,High,2010,"1,780,000",1456413,81.82095506,51,0.002865169,22327,1.254325843
Qatar,High,2015,"2,482,000",1687640,67.99516519,238,0.009589041,23506,0.947058824
Qatar,High,2017,"2,639,000",1721392,65.22895036,269,0.010193255,24025,0.910382721
Republic of Korea,High,1990,"42,923,000",43017,0.100218997,0,0,1624797,3.785376139
Republic of Korea,High,1995,"45,299,000",123886,0.273485066,5,1.10378E-05,1800444,3.974577805
Republic of Korea,High,2000,"47,386,000",244178,0.515295657,6,1.2662E-05,1951799,4.118935973
Republic of Korea,High,2005,"48,708,000",485546,0.99685062,69,0.000141661,2038346,4.184827954
Republic of Korea,High,2010,"49,553,000",919275,1.855134906,358,0.000722459,2301193,4.643902488
Republic of Korea,High,2015,"50,594,000",1143087,2.259333123,6905,0.013647863,2391558,4.726959719
Republic of Korea,High,2017,"50,982,000",1151865,2.259356243,7827,0.015352477,2477575,4.859705386
Republic of Moldova,Middle - lower,1990,"4,364,000",544162,12.46934005,0,0,625810,14.34028414
Republic of Moldova,Middle - lower,1995,"4,339,000",367231,8.463493893,0,0,620162,14.29274026
Republic of Moldova,Middle - lower,2000,"4,201,000",247828,5.89926208,68,0.001618662,600942,14.30473697
Republic of Moldova,Middle - lower,2005,"4,158,000",173957,4.183670034,84,0.002020202,715928,17.21808562
Republic of Moldova,Middle - lower,2010,"4,084,000",157668,3.860626836,148,0.003623898,833211,20.40183643
Republic of Moldova,Middle - lower,2015,"4,066,000",142904,3.514608952,556,0.013674373,924333,22.73322676
Republic of Moldova,Middle - lower,2017,"4,051,000",140045,3.457047643,557,0.013749691,973618,24.03401629
Reunion,,1990,"611,000",57210,9.363338789,0,0,3087,0.505237316
Reunion,,1995,"674,000",77159,11.44792285,0,0,2624,0.389317507
Reunion,,2000,"737,000",100678,13.6605156,0,0,2320,0.314789688
Reunion,,2005,"792,000",115076,14.52979798,0,0,2529,0.319318182
Reunion,,2010,"831,000",123029,14.80493381,0,0,2789,0.335619735
Reunion,,2015,"863,000",127209,14.74032445,0,0,3121,0.361645423
Reunion,,2017,"877,000",129153,14.72668187,0,0,3194,0.364196123
Romania,Middle - upper,1990,"23,489,000",135825,0.578249393,0,0,813087,3.461564988
Romania,Middle - upper,1995,"22,965,000",135037,0.588012192,194,0.000844764,977110,4.254779012
Romania,Middle - upper,2000,"22,128,000",126949,0.573703001,1685,0.007614787,1139120,5.147866956
Romania,Middle - upper,2005,"21,431,000",145162,0.677345901,2056,0.009593579,2106961,9.831370445
Romania,Middle - upper,2010,"20,440,000",166126,0.812749511,1021,0.004995108,3274229,16.01873288
Romania,Middle - upper,2015,"19,877,000",281048,1.413935705,3030,0.015243749,3412055,17.16584495
Romania,Middle - upper,2017,"19,679,000",370753,1.884003252,2917,0.014822908,3578504,18.18437929
Russian Federation,Middle - upper,1990,"147,564,000",11524948,7.810135263,0,0,12664537,8.58240289
Russian Federation,Middle - upper,1995,"148,289,000",11928927,8.044377533,0,0,11611805,7.830523505
Russian Federation,Middle - upper,2000,"146,397,000",11900297,8.128784743,26265,0.017940941,10734963,7.332775262
Russian Federation,Middle - upper,2005,"143,618,000",11667588,8.124042947,1523,0.001060452,10385025,7.231005166
Russian Federation,Middle - upper,2010,"143,154,000",11194710,7.820046942,4922,0.003438255,10213313,7.134493622
Russian Federation,Middle - upper,2015,"143,888,000",11643276,8.091902035,316595,0.220028772,10354892,7.196494496
Russian Federation,Middle - upper,2017,"143,990,000",11651509,8.091887631,316595,0.219872908,10635994,7.386619904
Rwanda,Low,1990,"7,236,000",159869,2.209355998,23446,0.324018795,550719,7.610820896
Rwanda,Low,1995,"5,928,000",233200,3.933873144,25257,0.426062753,2065533,34.84367409
Rwanda,Low,2000,"8,026,000",347076,4.324395714,30118,0.37525542,321694,4.008148517
Rwanda,Low,2005,"8,992,000",432797,4.813133897,59117,0.657439947,287089,3.192715747
Rwanda,Low,2010,"10,247,000",436787,4.262584171,65574,0.639933639,329189,3.212540256
Rwanda,Low,2015,"11,630,000",441525,3.796431642,146119,1.256397248,513648,4.416577816
Rwanda,Low,2017,"12,208,000",443088,3.62948886,152121,1.246076343,568848,4.659633028
Saint Helena,,1990,"6,000",383,6.383333333,0,0,884,14.73333333
Saint Helena,,1995,"5,000",394,7.88,0,0,2371,47.42
Saint Helena,,2000,"5,000",405,8.1,0,0,4031,80.62
Saint Helena,,2005,"4,000",487,12.175,0,0,3517,87.925
Saint Helena,,2010,"4,000",569,14.225,0,0,3423,85.575
Saint Helena,,2015,"4,000",604,15.1,0,0,3435,85.875
Saint Helena,,2017,"4,000",606,15.15,0,0,3592,89.8
Saint Kitts and Nevis,High,1990,"41,000",3210,7.829268293,0,0,20714,50.52195122
Saint Kitts and Nevis,High,1995,"43,000",4248,9.879069767,0,0,25987,60.43488372
Saint Kitts and Nevis,High,2000,"45,000",5871,13.04666667,0,0,31419,69.82
Saint Kitts and Nevis,High,2005,"49,000",6682,13.63673469,0,0,33925,69.23469388
Saint Kitts and Nevis,High,2010,"51,000",7245,14.20588235,0,0,35314,69.24313725
Saint Kitts and Nevis,High,2015,"54,000",7443,13.78333333,0,0,37193,68.87592593
Saint Kitts and Nevis,High,2017,"55,000",7587,13.79454545,0,0,38264,69.57090909
Saint Lucia,Middle - upper,1990,"138,000",5305,3.844202899,0,0,22006,15.94637681
Saint Lucia,Middle - upper,1995,"147,000",7152,4.865306122,0,0,30707,20.88911565
Saint Lucia,Middle - upper,2000,"157,000",9868,6.285350318,0,0,39616,25.23312102
Saint Lucia,Middle - upper,2005,"164,000",11468,6.992682927,0,0,46981,28.64695122
Saint Lucia,Middle - upper,2010,"173,000",12100,6.994219653,0,0,50634,29.26820809
Saint Lucia,Middle - upper,2015,"177,000",12771,7.215254237,3,0.001694915,53364,30.14915254
Saint Lucia,Middle - upper,2017,"179,000",12889,7.200558659,2,0.001117318,54839,30.63631285
Saint Pierre and Miquelon,,1990,"6,000",1099,18.31666667,0,0,485,8.083333333
Saint Pierre and Miquelon,,1995,"6,000",1320,22,0,0,479,7.983333333
Saint Pierre and Miquelon,,2000,"6,000",1458,24.3,0,0,486,8.1
Saint Pierre and Miquelon,,2005,"6,000",1147,19.11666667,0,0,428,7.133333333
Saint Pierre and Miquelon,,2010,"6,000",1017,16.95,0,0,388,6.466666667
Saint Pierre and Miquelon,,2015,"6,000",986,16.43333333,0,0,432,7.2
Saint Pierre and Miquelon,,2017,"6,000",990,16.5,0,0,445,7.416666667
