key,description
Believe90,"As you thought about the answers to the scenario questions above (AnimalVirus & TerroristVirus), when you saw that there was a 90% chance of success stated, how believable did that level of chance of success seem? (1=Very Believable, 5=Very Unbelievable)"
Believe50,"As you thought about the answers to the scenario questions above (AnimalVirus & TerroristVirus), when you saw that there was a 50% chance of success stated, how believable did that level of chance of success seem? (1=Very Believable, 5=Very Unbelievable)"
Believe10,"As you thought about the answers to the scenario questions above (AnimalVirus & TerroristVirus), when you saw that there was a 10% chance of success stated, how believable did that level of chance of success seem? (1=Very Believable, 5=Very Unbelievable)"
BelieveEnd,"As you thought about the answers to the scenario questions above (AnimalVirus & TerroristVirus), Was it believable that humanity would end if we did nothing to fight the virus?  (1=Very Believable, 5=Very Unbelievable)"
ProtectiveEffort1,"Since March, 2020 when COVID-19 was declared a pandemic, to what extent have you tried to do the following?: Wearing a mask (1= not at all, 7= a great deal)"
ProtectiveEffort2,"Since March, 2020 when COVID-19 was declared a pandemic, to what extent have you tried to do the following?: Social distancing for routine activities (e.g., work, running errands) (1= not at all, 7= a great deal)"
ProtectiveEffort3,"Since March, 2020 when COVID-19 was declared a pandemic, to what extent have you tried to do the following?: Social distancing for leisure activities (e.g., gathering with friends/family)  (1= not at all, 7= a great deal)"
ProtectiveEffort4,"Since March, 2020 when COVID-19 was declared a pandemic, to what extent have you tried to do the following?: Delaying travel (1= not at all, 7= a great deal)"
ProtectiveEffort5,"Since March, 2020 when COVID-19 was declared a pandemic, to what extent have you tried to do the following?: Following health recommendations against COVID (1= not at all, 7= a great deal)"
Tired1,"I am tired of wearing a mask (1=not at all, 7=extremely)"
Tired2,"I am tired of social distancing for routine activities (e.g., work, running errands)  (1=not at all, 7=extremely)"
Tired3,"I am tired of social distancing for leisure activities (e.g., gathering with friends/family)  (1=not at all, 7=extremely)"
Tired4,"I am tired of delaying travel  (1=not at all, 7=extremely)"
Tired5,"I am tired of following health recommendations against COVID (1=not at all, 7=extremely)"
GivenUp1,"I have given up on wearing a mask (1=strongly disagree, 7=strongly agree)"
GivenUp2,"I have given up on social distancing for routine activities (e.g., work, running errands) (1=strongly disagree, 7=strongly agree)"
GivenUp3,"I have given up on social distancing for leisure activities (e.g., gathering with friends/family) (1=strongly disagree, 7=strongly agree)"
GivenUp4,"I have given up on delaying travel (1=strongly disagree, 7=strongly agree)"
GivenUp5,"I have given up on following health recommendations against COVID (1=strongly disagree, 7=strongly agree)"
AppettitePandemic1,"Compared to before March 2020, when COVID-19 was declared a pandemic, I feel like I have been eating more than I used to before the pandemic "
AppettitePandemic2,"Compared to before March 2020, when COVID-19 was declared a pandemic, I feel like I need to eat more to feel full/satisfied than I used to before the pandemic (1= strongly disagree, 7= strongly agree)"
AppettitePandemic3,"Compared to before March 2020, when COVID-19 was declared a pandemic, I feel like I have had more cravings than I used to before the pandemic (1= strongly disagree, 7= strongly agree)"
AppettitePandemic4,"Compared to before March 2020, when COVID-19 was declared a pandemic, I feel like I have been eating less than I used to before the pandemic (1= strongly disagree, 7= strongly agree)"
AppettitePandemic5,"Compared to before March 2020, when COVID-19 was declared a pandemic, I feel like I need to eat less to feel full/satisfied than I used to before the pandemic (1= strongly disagree, 7= strongly agree)"
AppettitePandemic6,"Compared to before March 2020, when COVID-19 was declared a pandemic, I feel like I have had fewer cravings than I used to before the pandemic (1= strongly disagree, 7= strongly agree)"
AppettitePastMonth1,"Over the past 30 days, I feel like I have been eating more than I normally eat  (1= strongly disagree, 7= strongly agree)"
AppettitePastMonth2,"Over the past 30 days, I feel like I needed to eat more food to feel full/satisfied than I usually do  (1= strongly disagree, 7= strongly agree)"
AppettitePastMonth3,"Over the past 30 days, I feel like I have had more cravings than I usually do  (1= strongly disagree, 7= strongly agree)"
AppettitePastMonth4,"Over the past 30 days, I feel like I have been eating less than I normally eat  (1= strongly disagree, 7= strongly agree)"
AppettitePastMonth6,"Over the past 30 days, I feel like I needed to eat less food to feel full/satisfied than I usually do  (1= strongly disagree, 7= strongly agree)"
AppettitePastMonth7,"Over the past 30 days, I feel like I have had fewer cravings than I usually do  (1= strongly disagree, 7= strongly agree)"
PositivePast3,"How positive do you feel about about how things were one year ago? (1= very negative, 100= very positive)"
MoralCircles1,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All of your immediate family"
MoralCircles2,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All of your extended family"
MoralCircles3,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All of your closest friends"
MoralCircles4,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All of your friends (including distant ones)"
MoralCircles5,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All of your acquaintances"
MoralCircles6,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All people you have ever met"
MoralCircles7,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All people in your country"
MoralCircles8,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All people on your continent"
MoralCircles9,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All people on all continents"
MoralCircles10,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All mammals"
MoralCircles11,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All amphibians, reptiles, mammals, fish, and birds"
MoralCircles12,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All animals on earth including paramecia and amoebae"
MoralCircles13,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All animals in the universe, including alien lifeforms"
MoralCircles14,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All living things in the universe including plants and trees"
MoralCircles15,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All natural things in the universe including inert entities such as rocks"
MoralCircles16,"In this section, we would like you to think about your capacity to help, to give, to be charitable, to show empathy, and to be generous?in other words, your capacity to behave morally. We can think about people having different amounts of moral units?like currency?that they can spend on others and can allocate to different moral circles. Some people devote all of their moral units to one circle whereas others try to divide up their moral units amongst multiple circles. Again, by moral circle, we mean the circle of people or other entities in which you are concerned about right and wrong done toward them. Please allocate your moral units as you would personally divide them in your everyday life. You can use the same or different amounts for each circle. - All things in existence"
TemporalFocus1,"Please indicate how often you do each of the following: I think about things from my past (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus2,"Please indicate how often you do each of the following: I live my life in the present (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus3,"Please indicate how often you do each of the following: I think about what my future has in store (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus4,"Please indicate how often you do each of the following: I focus on what is currently happening in my life (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus5,"Please indicate how often you do each of the following: I focus on my future (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus6,"Please indicate how often you do each of the following: I replay memories of the past in my mind (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus7,"Please indicate how often you do each of the following: I imagine what tomorrow will bring for me (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus8,"Please indicate how often you do each of the following: My mind is on the here and now (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus9,"Please indicate how often you do each of the following: I reflect on what has happened in my life (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus10,"Please indicate how often you do each of the following: I think about where I am today (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus11,"Please indicate how often you do each of the following: I think back to my earlier days (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
TemporalFocus12,"Please indicate how often you do each of the following: I think about times to come (1=Never, 3=Sometimes, 5=Frequently, 7=Constantly)"
CurrentEmotion1,"To what extent to do you currently feel each of the following emotions? Happy (1=Not at all, 7=A lot)"
CurrentEmotion2,"To what extent to do you currently feel each of the following emotions? Angry (1=Not at all, 7=A lot)"
CurrentEmotion3,"To what extent to do you currently feel each of the following emotions? Afraid (1=Not at all, 7=A lot)"
CurrentEmotion4,"To what extent to do you currently feel each of the following emotions? Joyfful (1=Not at all, 7=A lot)"
CurrentEmotion5,"To what extent to do you currently feel each of the following emotions? Anxious (1=Not at all, 7=A lot)"
CurrentEmotion6,"To what extent to do you currently feel each of the following emotions? Sad (1=Not at all, 7=A lot)"
CurrentEmotion7,"To what extent to do you currently feel each of the following emotions? Stimulated, excited, alert, awake (1=Not at all, 7=A lot)"
CurrentEmotion8,"To what extent to do you currently feel each of the following emotions? Relaxed, calm (1=Not at all, 7=A lot)"
CurrentEmotion9,"To what extent to do you currently feel each of the following emotions? Bored (1=Not at all, 7=A lot)"
BeforeEmotion1,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Happy (1=Not at all, 7=A lot)"
BeforeEmotion2,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Angry (1=Not at all, 7=A lot)"
BeforeEmotion3,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Afraid (1=Not at all, 7=A lot)"
BeforeEmotion4,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Joyfful (1=Not at all, 7=A lot)"
BeforeEmotion5,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Anxious (1=Not at all, 7=A lot)"
BeforeEmotion6,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Sad (1=Not at all, 7=A lot)"
BeforeEmotion7,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Stimulated, excited, alert, awake (1=Not at all, 7=A lot)"
BeforeEmotion8,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Relaxed, calm (1=Not at all, 7=A lot)"
BeforeEmotion9,"To what extent to did you feel each of the following emotions before the lockdown in 2020? Bored (1=Not at all, 7=A lot)"
AgentVScomm1,"How important is each of the following kinds of goals to you personally? Power (1=Not at all important, 7=Extremely important)"
AgentVScomm2,"How important is each of the following kinds of goals to you personally? Helping others (1=Not at all important, 7=Extremely important)"
AgentVScomm3,"How important is each of the following kinds of goals to you personally? Recognition (1=Not at all important, 7=Extremely important)"
AgentVScomm4,"How important is each of the following kinds of goals to you personally? Serving humanity (1=Not at all important, 7=Extremely important)"
AgentVScomm5,"How important is each of the following kinds of goals to you personally? Achievement  (1=Not at all important, 7=Extremely important)"
AgentVScomm6,"How important is each of the following kinds of goals to you personally? Serving community  (1=Not at all important, 7=Extremely important)"
AgentVScomm7,"How important is each of the following kinds of goals to you personally? Mastery  (1=Not at all important, 7=Extremely important)"
AgentVScomm8,"How important is each of the following kinds of goals to you personally? Working with people  (1=Not at all important, 7=Extremely important)"
AgentVScomm9,"How important is each of the following kinds of goals to you personally? Self-promotion  (1=Not at all important, 7=Extremely important)"
AgentVScomm10,"How important is each of the following kinds of goals to you personally? Connection with others  (1=Not at all important, 7=Extremely important)"
AgentVScomm11,"How important is each of the following kinds of goals to you personally? Independence (1=Not at all important, 7=Extremely important)"
AgentVScomm12,"How important is each of the following kinds of goals to you personally? Attending to others (1=Not at all important, 7=Extremely important)"
AgentVScomm13,"How important is each of the following kinds of goals to you personally? Individualism (1=Not at all important, 7=Extremely important)"
AgentVScomm14,"How important is each of the following kinds of goals to you personally? Caring for others (1=Not at all important, 7=Extremely important)"
AgentVScomm15,"How important is each of the following kinds of goals to you personally? Status (1=Not at all important, 7=Extremely important)"
AgentVScomm16,"How important is each of the following kinds of goals to you personally? Intimacy (1=Not at all important, 7=Extremely important)"
AgentVScomm17,"How important is each of the following kinds of goals to you personally? Focus on the self (1=Not at all important, 7=Extremely important)"
AgentVScomm18,"How important is each of the following kinds of goals to you personally? Spiritual rewards (1=Not at all important, 7=Extremely important)"
AgentVScomm19,"How important is each of the following kinds of goals to you personally? Success (1=Not at all important, 7=Extremely important)"
AgentVScomm20,"How important is each of the following kinds of goals to you personally? Financial rewards (1=Not at all important, 7=Extremely important)"
AgentVScomm21,"How important is each of the following kinds of goals to you personally? Self-direction (1=Not at all important, 7=Extremely important)"
AgentVScomm22,"How important is each of the following kinds of goals to you personally? Demonstrating skill/competence (1=Not at all important, 7=Extremely important)"
AgentVScomm23,"How important is each of the following kinds of goals to you personally? Competition (1=Not at all important, 7=Extremely important)"
Status1,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Members of my peer group respect and admire me. (1=Not at all, 4=Somewhat, 7=Very much)"
Status2,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Members of my peer group do NOT want to be like me. (1=Not at all, 4=Somewhat, 7=Very much)"
Status3,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided.I enjoy having control over others. (1=Not at all, 4=Somewhat, 7=Very much)"
Status4,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Others always expect me to be successful. (1=Not at all, 4=Somewhat, 7=Very much)"
Status5,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I often try to get my own way regardless of what others may want. (1=Not at all, 4=Somewhat, 7=Very much)"
Status6,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Others do NOT value my opinion. (1=Not at all, 4=Somewhat, 7=Very much)"
Status7,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I am willing to use aggressive tactics to get my way. (1=Not at all, 4=Somewhat, 7=Very much)"
Status8,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I am held in high esteem by those I know. (1=Not at all, 4=Somewhat, 7=Very much)"
Status9,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I try to control others rather than permit them to control me. (1=Not at all, 4=Somewhat, 7=Very much)"
Status10,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I do NOT have a forceful or dominant personality. (1=Not at all, 4=Somewhat, 7=Very much)"
Status11,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Others know it is better to let me have my way. (1=Not at all, 4=Somewhat, 7=Very much)"
Status12,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I do NOT enjoy having authority over other people. (1=Not at all, 4=Somewhat, 7=Very much)"
Status13,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. My unique talents and abilities are recognized by others. (1=Not at all, 4=Somewhat, 7=Very much)"
Status14,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. I am considered an expert on some matters by others. (1=Not at all, 4=Somewhat, 7=Very much)"
Status15,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Others seek my advice on a variety of matters. (1=Not at all, 4=Somewhat, 7=Very much)"
Status16,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Some people are afraid of me. (1=Not at all, 4=Somewhat, 7=Very much)"
Status17,"Please indicate the extent to which each statement accurately describes you by writing the appropriate number from the scale below in the space provided. Others do NOT enjoy hanging out with me. (1=Not at all, 4=Somewhat, 7=Very much)"
Hope1,"""Read each item carefully. Using the scale shown below, please select the number that best describes how you think about yourself right now and put that number in the blank provided. 

Please take a few moments to focus on yourself and what is going on in your life at this moment. Once you have this """"here and now"""" set, go ahead and answer each item according to the following scale: If I should find myself in a jam, I could think of many ways to get out of it. (1=Definitely false, 2=Mostly false, 3=Somewhat false, 4=Slightly false, 5=Slightly true, 6=Somewhat true, 7=Mostly true, 8=Definitely true)"""
Hope2,"""Read each item carefully. Using the scale shown below, please select the number that best describes how you think about yourself right now and put that number in the blank provided. 

Please take a few moments to focus on yourself and what is going on in your life at this moment. Once you have this """"here and now"""" set, go ahead and answer each item according to the following scale: At the present time, I am energetically pursuing my goals. (1=Definitely false, 2=Mostly false, 3=Somewhat false, 4=Slightly false, 5=Slightly true, 6=Somewhat true, 7=Mostly true, 8=Definitely true)"""
Hope3,"""Read each item carefully. Using the scale shown below, please select the number that best describes how you think about yourself right now and put that number in the blank provided. 

Please take a few moments to focus on yourself and what is going on in your life at this moment. Once you have this """"here and now"""" set, go ahead and answer each item according to the following scale: There are lots of ways around any problem that I am facing now. (1=Definitely false, 2=Mostly false, 3=Somewhat false, 4=Slightly false, 5=Slightly true, 6=Somewhat true, 7=Mostly true, 8=Definitely true)"""
Hope4,"""Read each item carefully. Using the scale shown below, please select the number that best describes how you think about yourself right now and put that number in the blank provided. 

Please take a few moments to focus on yourself and what is going on in your life at this moment. Once you have this """"here and now"""" set, go ahead and answer each item according to the following scale: Right now I see myself as being pretty successful. (1=Definitely false, 2=Mostly false, 3=Somewhat false, 4=Slightly false, 5=Slightly true, 6=Somewhat true, 7=Mostly true, 8=Definitely true)"""
Hope5,"""Read each item carefully. Using the scale shown below, please select the number that best describes how you think about yourself right now and put that number in the blank provided. 

Please take a few moments to focus on yourself and what is going on in your life at this moment. Once you have this """"here and now"""" set, go ahead and answer each item according to the following scale: I can think of many ways to reach my current goals. (1=Definitely false, 2=Mostly false, 3=Somewhat false, 4=Slightly false, 5=Slightly true, 6=Somewhat true, 7=Mostly true, 8=Definitely true)"""
Hope6,"""Read each item carefully. Using the scale shown below, please select the number that best describes how you think about yourself right now and put that number in the blank provided. 

Please take a few moments to focus on yourself and what is going on in your life at this moment. Once you have this """"here and now"""" set, go ahead and answer each item according to the following scale: At this time, I am meeting the goals that I have set for myself(1=Definitely false, 2=Mostly false, 3=Somewhat false, 4=Slightly false, 5=Slightly true, 6=Somewhat true, 7=Mostly true, 8=Definitely true)"""
Flourishing1,"Overall, how satisfied are you with life as a whole these days? (1=Not satisfied at all, 11=Completely satisfied)"
Flourishing2,"In general, how happy or unhappy do you usually feel? (1=Extremely unhappy, 11=Extremely happy)"
Flourishing3,"In general, how would you rate your physical health? (1=Poor, 11=Excellent)"
Flourishing4,"How would you rate your overall mental health? (1=Poor, 11=Excellent)"
Flourishing5,"Overall, to what extent do you feel the things you do in your life are worthwhile? (1=Not at all worthwhile, 11=Completely worthwhile)"
Flourishing6,"I understand my purpose in life. (1=Strongly disagree, 11=Strongly agree)"
Flourishing7,"I always act to promote good in all circumstances, even in difficult and challenging situations. (1=Not true of me, 11=Completely true of me)"
Flourishing8,"I am always able to give up some happiness now for greater happiness later. (1=Not true of me, 11=Completely true of me)"
Flourishing9,"I am content with my friendships and relationships. (1=Strongly disagree, 11=Strongly agree)"
Flourishing10,"My relationships are as satisfying as I would want them to be. (1=Strongly disagree, 11=Strongly agree)"
Flourishing11,"How often do you worry about being able to meet normal monthly living expenses? (1=Worry all of the time, 11=Do not ever worry)"
Flourishing12,"How often do you worry about safety, food, or housing? (1=Worry all of the time, 11=Do not ever worry)"
PFIaffectNeigh,Perceived interdependence - empathetic engagement with neighborhood
PFIaffectCountry,Perceived interdependence - empathetic engagement with country
PFIsharedfateNeigh,Perceived interdependence - Shared fate with neighborhood
PFIsharedfateCountry,Perceived interdependence - Shared fate with country
CovidSymptoms,Sum of covid symptoms
HelpGiven,Average composite of help given over past 30 days
HelpReceived,Average composite of help received over past 30 days
MutualAid,Average composite of helpg given and help received
EmpatheticConcern,Average composite of concern and compassionate felt during last time help was given
EmpatheticDistress,Average composite of troubled and distressed felt during last time help was given
Predictability,Average composite of perceived predictability of challenges
Repayment,Average composite of expectation of repayment when people give help
Challenges,Average composite of times people experienced challenges over the past 12 months
Wealth,"average composite of income, assets, and savings"
TraitEmpathicConcern,average composite of empathic concern
TraitEmpathicdistress,average composite of empathic distress
BeliefInConspiracy,average composite of beliefs in conspiracy
PoliticalOrientation,average composite of sociopolitical and economic views
DiscountingRate,Temporal discounting
SmallSooner,index used to calculate temporal discounting
LargerSooner,index used to calculate temporal discounting
NoResponse,index used to calculate temporal discounting
@00025.1,index used to calculate temporal discounting
@00039.1,index used to calculate temporal discounting
@00098.1,index used to calculate temporal discounting
@0021.1,index used to calculate temporal discounting
@0034.1,index used to calculate temporal discounting
@0055.1,index used to calculate temporal discounting
@0087.1,index used to calculate temporal discounting
@013.1,index used to calculate temporal discounting
@02.1,index used to calculate temporal discounting
@025.1,index used to calculate temporal discounting
RiskReduction,Average composite of tendency to engage in risk reduction 
RiskAvoidance,Average composite of tendency to engage in risk avoidance
RiskRetention,Average composite of tendency to engage in risk retention
RiskTransfer,Average composite of tendency to engage in risk transfer
RiskBehaviorComposite,Average composite of trait risk proneness
CFC.Future,Average composite of consideration of future consequences
CFC.Immediate,Average composite of consideration of immediate consequences
CFC.Composite,Average composite of consideration of future and immediate consequences
ReactanceComposite,average composite of trait reactance
EntitlementComposite,average composite of trait psychological entitlement
powerrespect,
b5_extroversion,"composite of big5 items: average of items 1, 2, and reverse values of 3 and 4"
b5_agreeable,"composite of big5 items: average of items 5, 6, and reverse values of 7 and 8"
b5_conscientious,"composite of big5 items: average of items 9, 10, and reverse values of 11 and 12"
b5_negemotion,"composite of big5 items: average of items 13, 14, and reverse values of 15 and 16"
b5_openness,"composite of big5 items: average of item 17 and reverse values of 18, 19 and 20"
LifeOrientation,Sum of scores of LifeOrientation1-6 items divided by 2
Loneliness,sum of scores of loneliness1-20 items
SoPA,
SoNA,
Closure,Sum of Closure1-15 items
t2,"participated in t2? (0=No, 1=Yes)"
t3,"participated in t3? (0=No, 1=Yes)"
t4,"participated in t4? (0=No, 1=Yes)"
t5,"participated in t5? (0=No, 1=Yes)"
t6,"participated in t6? (0=No, 1=Yes)"
t7,"participated in t7? (0=No, 1=Yes)"
t8,"participated in t8? (0=No, 1=Yes)"
t9,"participated in t9? (0=No, 1=Yes)"
tot_t9,How many times participated up to t9?
t10,"participated in t10? (0=No, 1=Yes)"
t11,"participated in t11? (0=No, 1=Yes)"
tot_t11,How many times participated up to t11?
t12,"participated in t12? (0=No, 1=Yes)"
tot_t12,How many times participated up to t12?
t13,"participated in t13? (0=No, 1=Yes)"
tot_t13,How many times participated up to t13?
t14,"participated in t14? (0=No, 1=Yes)"
tot_t14,How many times participated up to t14?
t15,"participated in t15? (0=No, 1=Yes)"
tot_t15,How many times participated up to t15?
t16,"participated in t16? (0=No, 1=Yes)"
tot_t16,How many times participated up to t16?
PFINeighAffectTimeFirstClick,
PFINeighAffectTimeLastClick,
PFINeighAffectTimePageSubmit,
PFINeighAffectTimeClickCount,
PFINeighFateTimeFirstClick,
PFINeighFateTimeLastClick,
PFINeighFateTimePageSubmit,
PFINeighFateTimeClickCount,
HelpNeighTimeFirstClick,
HelpNeighTimeLastClick,
HelpNeighTimePageSubmit,
HelpNeighTimeClickCount,
PFIcountryAffectTimeFirstClick,
PFIcountryAffectTimeLastClick,
